indicator_id,indicator_name,domain,agency_name,dimension_category,dimension,industry,interval,period,unit,value
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Female,,Calendar Year,2009,pct,62.9869
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Male,,Calendar Year,2009,pct,66.4852
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Female,,Calendar Year,2009,pct,54.8281
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Male,,Calendar Year,2009,pct,72.2803
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Female,,Calendar Year,2009,pct,59.608
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Male,,Calendar Year,2009,pct,73.0766
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Bronx,,Calendar Year,2010,pct,59.9379
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Brooklyn,,Calendar Year,2010,pct,62.2481
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Manhattan,,Calendar Year,2010,pct,68.4336
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Queens,,Calendar Year,2010,pct,64.9824
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Staten Island,,Calendar Year,2010,pct,59.6288
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Citywide,Citywide,,Calendar Year,2010,pct,59.8917
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Female/Woman,,Calendar Year,2010,pct,58.1198
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Male/Man,,Calendar Year,2010,pct,70.2847
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Asian (non-Hispanic) or Pacific Islander,,Calendar Year,2010,pct,64.3353
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Black/African American/African (non-Hispanic),,Calendar Year,2010,pct,62.7299
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Hispanic/Latina/o/x,,Calendar Year,2010,pct,62.621
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,White,,Calendar Year,2010,pct,64.9177
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Female,,Calendar Year,2010,pct,56.8803
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Male,,Calendar Year,2010,pct,72.7182
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Female,,Calendar Year,2010,pct,61.5285
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Male,,Calendar Year,2010,pct,64.3387
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Female,,Calendar Year,2010,pct,54.5558
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Male,,Calendar Year,2010,pct,71.593
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Female,,Calendar Year,2010,pct,58.7123
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Male,,Calendar Year,2010,pct,71.6715
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Bronx,,Calendar Year,2011,pct,61.2767
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Brooklyn,,Calendar Year,2011,pct,62.9589
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Manhattan,,Calendar Year,2011,pct,69.0671
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Queens,,Calendar Year,2011,pct,65.2864
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Staten Island,,Calendar Year,2011,pct,61.1352
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Citywide,Citywide,,Calendar Year,2011,pct,59.7917
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Female/Woman,,Calendar Year,2011,pct,58.7225
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Male/Man,,Calendar Year,2011,pct,71.0864
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Asian (non-Hispanic) or Pacific Islander,,Calendar Year,2011,pct,63.7446
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Black/African American/African (non-Hispanic),,Calendar Year,2011,pct,64.0334
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Hispanic/Latina/o/x,,Calendar Year,2011,pct,63.441
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,White,,Calendar Year,2011,pct,65.9013
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Female,,Calendar Year,2011,pct,56.0869
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Male,,Calendar Year,2011,pct,72.2346
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Female,,Calendar Year,2011,pct,61.8977
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Male,,Calendar Year,2011,pct,66.8525
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Female,,Calendar Year,2011,pct,55.4089
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Male,,Calendar Year,2011,pct,72.3621
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Female,,Calendar Year,2011,pct,60.1591
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Male,,Calendar Year,2011,pct,72.0808
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Bronx,,Calendar Year,2012,pct,61.2799
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Brooklyn,,Calendar Year,2012,pct,64.2558
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Manhattan,,Calendar Year,2012,pct,70.2775
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Queens,,Calendar Year,2012,pct,65.7111
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Staten Island,,Calendar Year,2012,pct,60.384
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Citywide,Citywide,,Calendar Year,2012,pct,60.075
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Female/Woman,,Calendar Year,2012,pct,59.9324
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Male/Man,,Calendar Year,2012,pct,71.2275
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Asian (non-Hispanic) or Pacific Islander,,Calendar Year,2012,pct,63.7109
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Black/African American/African (non-Hispanic),,Calendar Year,2012,pct,64.3523
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Hispanic/Latina/o/x,,Calendar Year,2012,pct,63.6829
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,White,,Calendar Year,2012,pct,67.3598
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Female,,Calendar Year,2012,pct,57.1626
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Male,,Calendar Year,2012,pct,71.0836
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Female,,Calendar Year,2012,pct,62.5511
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Male,,Calendar Year,2012,pct,66.7422
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Female,,Calendar Year,2012,pct,55.6081
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Male,,Calendar Year,2012,pct,72.6301
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Female,,Calendar Year,2012,pct,62.5072
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Male,,Calendar Year,2012,pct,72.5912
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Bronx,,Calendar Year,2013,pct,60.5853
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Brooklyn,,Calendar Year,2013,pct,63.635
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Manhattan,,Calendar Year,2013,pct,69.7975
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Queens,,Calendar Year,2013,pct,64.8235
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Staten Island,,Calendar Year,2013,pct,60.6297
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Citywide,Citywide,,Calendar Year,2013,pct,60.1417
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Female/Woman,,Calendar Year,2013,pct,59.0437
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Male/Man,,Calendar Year,2013,pct,70.8518
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Asian (non-Hispanic) or Pacific Islander,,Calendar Year,2013,pct,64.799
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Black/African American/African (non-Hispanic),,Calendar Year,2013,pct,62.5759
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Hispanic/Latina/o/x,,Calendar Year,2013,pct,63.0467
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,White,,Calendar Year,2013,pct,66.9197
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Female,,Calendar Year,2013,pct,57.5043
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Male,,Calendar Year,2013,pct,73.0079
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Female,,Calendar Year,2013,pct,60.3367
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Male,,Calendar Year,2013,pct,65.478
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Female,,Calendar Year,2013,pct,55.7152
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Male,,Calendar Year,2013,pct,71.0877
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Female,,Calendar Year,2013,pct,61.1445
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Male,,Calendar Year,2013,pct,73.1424
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Bronx,,Calendar Year,2014,pct,60.129
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Brooklyn,,Calendar Year,2014,pct,64.1783
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Manhattan,,Calendar Year,2014,pct,69.1057
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Queens,,Calendar Year,2014,pct,64.6418
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Staten Island,,Calendar Year,2014,pct,58.6946
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Citywide,Citywide,,Calendar Year,2014,pct,60.175
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Female/Woman,,Calendar Year,2014,pct,59.337
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Male/Man,,Calendar Year,2014,pct,70.0463
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Asian (non-Hispanic) or Pacific Islander,,Calendar Year,2014,pct,63.7842
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Black/African American/African (non-Hispanic),,Calendar Year,2014,pct,62.636
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Hispanic/Latina/o/x,,Calendar Year,2014,pct,62.2713
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,White,,Calendar Year,2014,pct,67.1276
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Female,,Calendar Year,2014,pct,57.5183
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Male,,Calendar Year,2014,pct,70.8396
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Female,,Calendar Year,2014,pct,61.1963
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Male,,Calendar Year,2014,pct,64.4958
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Female,,Calendar Year,2014,pct,55.4435
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Male,,Calendar Year,2014,pct,69.74
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Female,,Calendar Year,2014,pct,61.5833
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Male,,Calendar Year,2014,pct,73.0591
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Bronx,,Calendar Year,2015,pct,61.0157
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Brooklyn,,Calendar Year,2015,pct,64.5963
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Manhattan,,Calendar Year,2015,pct,70.5029
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Queens,,Calendar Year,2015,pct,65.2257
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Staten Island,,Calendar Year,2015,pct,59.5037
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Citywide,Citywide,,Calendar Year,2015,pct,59.9917
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Female/Woman,,Calendar Year,2015,pct,59.812
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Male/Man,,Calendar Year,2015,pct,71.1077
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Asian (non-Hispanic) or Pacific Islander,,Calendar Year,2015,pct,63.5553
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Black/African American/African (non-Hispanic),,Calendar Year,2015,pct,63.5176
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Hispanic/Latina/o/x,,Calendar Year,2015,pct,63.6775
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,White,,Calendar Year,2015,pct,67.5418
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Female,,Calendar Year,2015,pct,55.6362
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Male,,Calendar Year,2015,pct,72.4413
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Female,,Calendar Year,2015,pct,61.4867
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Male,,Calendar Year,2015,pct,66.1475
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Female,,Calendar Year,2015,pct,56.9987
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Male,,Calendar Year,2015,pct,71.0481
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Female,,Calendar Year,2015,pct,62.171
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Male,,Calendar Year,2015,pct,73.2759
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Bronx,,Calendar Year,2016,pct,61.7244
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Brooklyn,,Calendar Year,2016,pct,64.4994
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Manhattan,,Calendar Year,2016,pct,69.0283
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Queens,,Calendar Year,2016,pct,64.789
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Staten Island,,Calendar Year,2016,pct,59.3395
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Citywide,Citywide,,Calendar Year,2016,pct,60.05
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Female/Woman,,Calendar Year,2016,pct,59.3445
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Male/Man,,Calendar Year,2016,pct,70.8899
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Asian (non-Hispanic) or Pacific Islander,,Calendar Year,2016,pct,63.339
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Black/African American/African (non-Hispanic),,Calendar Year,2016,pct,62.5957
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Hispanic/Latina/o/x,,Calendar Year,2016,pct,63.2236
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,White,,Calendar Year,2016,pct,67.7944
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Female,,Calendar Year,2016,pct,57.5182
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Male,,Calendar Year,2016,pct,69.8886
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Female,,Calendar Year,2016,pct,60.2657
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Male,,Calendar Year,2016,pct,65.5844
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Female,,Calendar Year,2016,pct,56.0605
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Male,,Calendar Year,2016,pct,71.089
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Female,,Calendar Year,2016,pct,62.1535
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Male,,Calendar Year,2016,pct,73.8024
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Bronx,,Calendar Year,2017,pct,61.1113
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Brooklyn,,Calendar Year,2017,pct,64.4174
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Manhattan,,Calendar Year,2017,pct,69.7405
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Queens,,Calendar Year,2017,pct,65.0368
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Staten Island,,Calendar Year,2017,pct,59.4982
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Citywide,Citywide,,Calendar Year,2017,pct,60.6
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Female/Woman,,Calendar Year,2017,pct,59.5514
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Gender,Male/Man,,Calendar Year,2017,pct,70.8711
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Asian (non-Hispanic) or Pacific Islander,,Calendar Year,2017,pct,63.9857
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Black/African American/African (non-Hispanic),,Calendar Year,2017,pct,62.4181
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,Hispanic/Latina/o/x,,Calendar Year,2017,pct,64.1836
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity,White,,Calendar Year,2017,pct,67.1607
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Female,,Calendar Year,2017,pct,56.7125
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Asian Male,,Calendar Year,2017,pct,72.3492
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Female,,Calendar Year,2017,pct,60.0722
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Black Male,,Calendar Year,2017,pct,65.4308
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Female,,Calendar Year,2017,pct,57.3963
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,Hispanic Male,,Calendar Year,2017,pct,71.6449
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Female,,Calendar Year,2017,pct,62.0236
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Race_Ethnicity_Gender,White Male,,Calendar Year,2017,pct,72.6031
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Bronx,,Calendar Year,2018,pct,60.9132
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Brooklyn,,Calendar Year,2018,pct,64.3457
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Manhattan,,Calendar Year,2018,pct,68.3186
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Queens,,Calendar Year,2018,pct,64.8878
42,Labor Force Participation Rate,Economic Security and Mobility,Mayor's Office for Economic Opportunity (PRU),Borough,Staten Island,,Calendar Year,2018,pct,58.951
